Country,Year,Crop,Area,Production,Yield,Rainfall_mm,Temperature_C,Pesticide_Use
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,20.33,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,18.01,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,18.01,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,27.36,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,20.33,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,27.29,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,18.82,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,25.89,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,24.32,345026.0
Brazil,2011,Maize,42107,1761.0,24.32,1761.0,25.28,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,21.74,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,20.33,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,18.01,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,18.01,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,27.36,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,20.33,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,27.29,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,18.82,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,25.89,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,24.32,345026.0
Brazil,2011,Maize,42107,1761.0,25.28,1761.0,25.28,345026.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,22.16,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,18.8,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,28.21,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,21.02,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,27.34,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,19.72,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,26.13,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,24.84,1761.0,25.65,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,22.16,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,18.8,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,28.21,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,21.02,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,27.34,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,19.72,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,26.13,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,24.84,346583.0
Brazil,2012,Maize,50057,1761.0,25.65,1761.0,25.65,346583.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,21.59,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,17.57,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,27.71,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,20.07,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,27.11,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,17.84,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,26.4,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,25.19,1761.0,26.14,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,21.59,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,17.57,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,27.71,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,20.07,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,27.11,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,17.84,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,26.4,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,25.19,367778.0
Brazil,2013,Maize,52536,1761.0,26.14,1761.0,26.14,367778.0
Bulgaria,1990,Maize,28771,608.0,9.51,608.0,9.51,3906.0
Bulgaria,1991,Maize,49551,608.0,8.14,608.0,8.14,3906.0
Bulgaria,1992,Maize,28128,608.0,9.07,608.0,9.07,3906.0
Bulgaria,1993,Maize,18609,608.0,9.0,608.0,9.0,3777.25
Bulgaria,1994,Maize,28056,608.0,10.23,608.0,10.23,3648.5
Bulgaria,1995,Maize,38237,608.0,8.69,608.0,8.69,3519.75
Bulgaria,1996,Maize,21810,608.0,8.44,608.0,8.44,3391.0
Bulgaria,1997,Maize,35782,608.0,8.26,608.0,8.26,3262.25
Bulgaria,1998,Maize,27318,608.0,9.16,608.0,9.16,3133.5
Bulgaria,1999,Maize,38239,608.0,9.67,608.0,9.67,3004.75
Bulgaria,2000,Maize,17239,608.0,9.9,608.0,9.9,2876.0
Bulgaria,2001,Maize,24713,608.0,9.55,608.0,9.55,2747.25
Bulgaria,2002,Maize,42364,608.0,9.6,608.0,9.6,2618.5
Bulgaria,2004,Maize,55400,608.0,9.18,608.0,9.18,2361.0
Bulgaria,2005,Maize,53085,608.0,8.58,608.0,8.58,2232.25
Bulgaria,2006,Maize,45328,608.0,9.08,608.0,9.08,2103.5
Bulgaria,2007,Maize,61244,608.0,10.23,608.0,10.23,1974.75
Bulgaria,2008,Maize,41548,608.0,9.9,608.0,9.9,1846.0
Bulgaria,2009,Maize,47071,608.0,9.74,608.0,9.74,1717.25
Bulgaria,2010,Maize,62512,608.0,9.65,608.0,9.65,1588.5
Bulgaria,2011,Maize,55310,608.0,9.17,608.0,9.17,1459.75
Bulgaria,2012,Maize,36800,608.0,9.99,608.0,9.99,1331.0
Bulgaria,2013,Maize,63943,608.0,11.26,608.0,11.26,1197.0
Burkina Faso,1990,Maize,14612,748.0,28.77,748.0,28.77,29.1
Burkina Faso,1991,Maize,16868,748.0,28.4,748.0,28.4,29.1
Burkina Faso,1992,Maize,15238,748.0,28.06,748.0,28.06,29.1
Burkina Faso,1993,Maize,13722,748.0,28.58,748.0,28.58,17.0
Burkina Faso,1994,Maize,16042,748.0,28.0,748.0,28.0,6.0
Burkina Faso,1995,Maize,11441,748.0,28.46,748.0,28.46,3.04
Burkina Faso,1996,Maize,15521,748.0,28.74,748.0,28.74,39.16
Burkina Faso,1997,Maize,15185,748.0,28.52,748.0,28.52,75.29
Burkina Faso,1998,Maize,13919,748.0,28.95,748.0,28.95,111.41
Burkina Faso,1999,Maize,16241,748.0,28.45,748.0,28.45,93.43
Burkina Faso,2000,Maize,17543,748.0,28.6,748.0,28.6,75.44
Burkina Faso,2001,Maize,18115,748.0,28.77,748.0,28.77,57.46
Burkina Faso,2002,Maize,17381,748.0,28.97,748.0,28.97,39.47
Burkina Faso,2004,Maize,12666,748.0,28.9,748.0,28.9,1.28
Burkina Faso,2005,Maize,18058,748.0,29.18,748.0,29.18,92.21
Burkina Faso,2006,Maize,19444,748.0,28.92,748.0,28.92,109.24
Burkina Faso,2007,Maize,11736,748.0,28.96,748.0,28.96,292.05
Burkina Faso,2008,Maize,16662,748.0,28.4,748.0,28.4,190.92
Burkina Faso,2009,Maize,15286,748.0,29.05,748.0,29.05,132.3
Burkina Faso,2010,Maize,14342,748.0,29.17,748.0,29.17,442.89
Burkina Faso,2011,Maize,15356,748.0,29.03,748.0,29.03,843.0
Burkina Faso,2012,Maize,18386,748.0,28.67,748.0,28.67,843.0
Burkina Faso,2013,Maize,17353,748.0,29.41,748.0,29.41,843.0
Burundi,1990,Maize,13540,1274.0,21.15,1274.0,21.15,92.08
Burundi,1991,Maize,13887,1274.0,20.97,1274.0,20.97,92.08
Burundi,1992,Maize,14218,1274.0,21.31,1274.0,21.31,92.08
Burundi,1993,Maize,14342,1274.0,21.17,1274.0,21.17,96.99
Burundi,1994,Maize,12276,1274.0,21.25,1274.0,21.25,84.45
Burundi,1995,Maize,12752,1274.0,21.55,1274.0,21.55,144.2
Burundi,1996,Maize,13133,1274.0,21.18,1274.0,21.18,207.1
Burundi,1997,Maize,12608,1274.0,21.51,1274.0,21.51,117.56
Burundi,1998,Maize,11463,1274.0,21.56,1274.0,21.56,107.29
Burundi,1999,Maize,11192,1274.0,21.01,1274.0,21.01,150.24
Burundi,2000,Maize,10521,1274.0,21.32,1274.0,21.32,109.87
Burundi,2001,Maize,10817,1274.0,21.24,1274.0,21.24,72.56
Burundi,2002,Maize,10931,1274.0,21.45,1274.0,21.45,98.1
Burundi,2004,Maize,10807,1274.0,21.71,1274.0,21.71,508.26
Burundi,2005,Maize,10833,1274.0,22.29,1274.0,22.29,304.83
Burundi,2006,Maize,10159,1274.0,21.83,1274.0,21.83,190.51
Burundi,2007,Maize,10244,1274.0,21.28,1274.0,21.28,412.66
Burundi,2008,Maize,10041,1274.0,21.29,1274.0,21.29,456.44
Burundi,2009,Maize,10032,1274.0,21.42,1274.0,21.42,177.75
Burundi,2010,Maize,10511,1274.0,21.75,1274.0,21.75,264.53
Burundi,2011,Maize,11023,1274.0,21.23,1274.0,21.23,75.64
Burundi,2012,Maize,11763,1274.0,21.44,1274.0,21.44,98.59
Burundi,2013,Maize,13218,1274.0,21.53,1274.0,21.53,956.06
Cameroon,1990,Maize,18543,1604.0,25.08,1604.0,25.08,450.01
Cameroon,1991,Maize,19800,1604.0,24.99,1604.0,24.99,99.09
Cameroon,1992,Maize,13974,1604.0,24.6,1604.0,24.6,1137.56
Cameroon,1993,Maize,11267,1604.0,24.9,1604.0,24.9,774.49
Cameroon,1994,Maize,11644,1604.0,24.93,1604.0,24.93,411.42
Cameroon,1995,Maize,15450,1604.0,25.21,1604.0,25.21,48.35
Cameroon,1996,Maize,18750,1604.0,25.0,1604.0,25.0,180.08
Cameroon,1997,Maize,20267,1604.0,24.98,1604.0,24.98,630.12
Cameroon,1998,Maize,18911,1604.0,25.66,1604.0,25.66,258.02
Cameroon,1999,Maize,25907,1604.0,24.97,1604.0,24.97,653.0
Cameroon,2000,Maize,24615,1604.0,24.88,1604.0,24.88,545.0
Cameroon,2001,Maize,24404,1604.0,25.01,1604.0,25.01,687.0
Cameroon,2002,Maize,20679,1604.0,25.26,1604.0,25.26,815.79
Cameroon,2004,Maize,19166,1604.0,25.42,1604.0,25.42,849.48
Cameroon,2005,Maize,21334,1604.0,25.36,1604.0,25.36,829.59
Cameroon,2006,Maize,22224,1604.0,25.39,1604.0,25.39,950.22
Cameroon,2007,Maize,20000,1604.0,25.49,1604.0,25.49,918.88
Cameroon,2008,Maize,20000,1604.0,25.42,1604.0,25.42,882.13
Cameroon,2009,Maize,19787,1604.0,25.54,1604.0,25.54,813.77
Cameroon,2010,Maize,19741,1604.0,25.7,1604.0,25.7,1160.63
Cameroon,2011,Maize,20240,1604.0,25.25,1604.0,25.25,1372.47
Cameroon,2012,Maize,17152,1604.0,25.18,1604.0,25.18,1372.47
Cameroon,2013,Maize,19787,1604.0,25.45,1604.0,25.45,1372.47
Canada,1990,Maize,68602,537.0,8.2,537.0,8.2,29568.0
Canada,1990,Maize,68602,537.0,8.2,537.0,9.48,29568.0
Canada,1990,Maize,68602,537.0,8.2,537.0,6.07,29568.0
Canada,1990,Maize,68602,537.0,8.2,537.0,5.57,29568.0
Canada,1990,Maize,68602,537.0,8.2,537.0,7.41,29568.0
Canada,1990,Maize,68602,537.0,8.2,537.0,7.82,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,8.2,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,9.48,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,6.07,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,5.57,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,7.41,29568.0
Canada,1990,Maize,68602,537.0,9.48,537.0,7.82,29568.0
Canada,1990,Maize,68602,537.0,6.07,537.0,8.2,29568.0
